01000101000110011100011001111101    //69.10
11001110111010001111010111000011    //-49.09
00000011110011100001001011001111    //3.80
00001101010111100011110000011010    //13.37
00000010000110110101100010111100    //2.11
00000001001010000100000111000111    //1.16
00001101001100000101101100000111    //13.19
10110011010001111011111110001101    //-76.72
11101011111100100001110111001011    //-20.05
00100010111101001101010001111001    //34.96
11101110111100111101010110000011    //-17.05
11000010110110000101101111111111    //-61.15
00011100010111111000110111011000    //28.37
00100110101111010100011011111110    //38.74
10111100111111100100101000000010    //-67.01
11011110101101100001101111101110    //-33.29
11100011111110000100100010101000    //-28.03
11001010110110100011110111101000    //-53.15
11001110101000010101010111111000    //-49.37
11100100100000010001111110111111    //-27.50
00100111011101111010010000100010    //39.47
00001101111110110011000011110100    //13.98
11010010001011010101101011110001    //-45.82
00001110100100111101001000001110    //14.58
11000001101000001001100101100100    //-62.37
00001001100111001111000011001101    //9.61
00000110010101111000111010101011    //6.34
00101010011101101100011101111010    //42.46
11111001101101110101001110101000    //-6.28
00010010011010010100110101010001    //18.41
11001100100001111100101101010100    //-51.47
00001010110110010000101000110110    //10.85
00110110101000001111011111001011    //54.63
11111001001011111101110100110010    //-6.81
11010110000110101101111000011100    //-41.90
10110100000011011100101001111001    //-75.95
11011000000010101001010011010001    //-39.96
00010110011000001101011010100011    //22.38
11111000010000101110000000010011    //-7.74
00100101010100010101110110100110    //37.32
00011000011000000010001110100110    //24.38
10111100110011111111110010000010    //-67.19
01001100101011111001100111011100    //76.69
00100010011100001000011001101000    //34.44
11001001111100010000110011100000    //-54.06
01011000001101011011010011100010    //88.21
11001001111110011010100001100001    //-54.02
10100111001000101011110011111000    //-88.86
00101011001111110010111000111001    //43.25
01010001011101111010101011101010    //81.47
00100101111101101111001101111011    //37.96
01000010101011110011101001010010    //66.68
10110101010000110111000000101110    //-74.74
00110010001010110011000001110100    //50.17
00010011011010101000000100011111    //19.42
11101111111111101011000001101011    //-16.01
10111011100100101001110101100001    //-68.43
00110001101000001010011111100111    //49.63
01001001001000101010100111010101    //73.14
11100111100100010101000100010101    //-24.43
00011010010010111000000001000011    //26.29
00110110101000001001110101011001    //54.63
00101101010010000100010010011010    //45.28
00110011010110010101110010100110    //51.35
01000100000100011111000111101101    //68.07
01010011001100000101001010110011    //83.19
11000100000010101111111000011111    //-59.96
00111011001111110010010100111011    //59.25
00010000111111100101011001000110    //16.99
11010111101100111010011111001110    //-40.30
00001100100100011000010100101100    //12.57
10110000010111011000100011001000    //-79.63
00101101000110001101001110000011    //45.10
00101001101010010001101101000100    //41.66
01010001011011101010101001110011    //81.43
00010111111100000000111010011011    //23.94
00110101101111110101101110110000    //53.75
11110010111101110101001111010111    //-13.03
10101000100110111111001001111000    //-87.39
11000010111001110100111100100111    //-61.10
11000011101100010011110011000100    //-60.31
11010111000000001100110100100111    //-41.00
11001101000000110101111111011010    //-50.99
00001110000011110101011111100101    //14.06
01011000000111111001101110010011    //88.12
11010111111010101111100001110111    //-40.08
10111111001111001101111011101111    //-64.76
11001011010011001000100010101001    //-52.70
11000011000001010110101011011111    //-60.98
11000000001000101111101001111001    //-63.86
01010001010101000101111100110001    //81.33
11011110110010000001111110010111    //-33.22
10101100101111010100010011110111    //-83.26
00100111110111110110001101111010    //39.87
11110110000111001000001111000011    //-9.89
01001000010000100001011010111100    //72.26
00110111001001100100001011101001    //55.15
00011001011101101000111011001000    //25.46
11100110101110101111011101101000    //-25.27
00000001010011101001001000100111    //1.31
11010011010011001010110000111110    //-44.70
11010111110000011001101010010111    //-40.24
11001110110101110111100001000010    //-49.16
11101011011010101111001100011011    //-20.58
11110111111101000000101001110100    //-8.05
01000001001011100101011011100011    //65.18
11100010011010011111000101110001    //-29.59
01000011000110010000010100111010    //67.10
11001101011111011100010011110100    //-50.51
11101001101011100011001101001111    //-22.32
10110111101110011111010101001100    //-72.27
11011111110011011001011111001010    //-32.20
11101111110110110000110100000000    //-16.14
01010111110110001111111001010100    //87.85
11000111111110100011000001001001    //-56.02
00010001110100100111001000100111    //17.82
00110101101101010000010110101110    //53.71
01010011010010110010101100011100    //83.29
11010001001011001100001101010001    //-46.83
11101111101100111001111010100000    //-16.30
11001111111101110001010011100010    //-48.03
11101011110110010001010001101101    //-20.15
00010101100100100000111011110010    //21.57
11110010111101100100001100000011    //-13.04
11010110100010111000110000101110    //-41.45
11010111100110101001101110000010    //-40.40
11010011110100011000011011111111    //-44.18
00101110110101001000011111011001    //46.83
00101000010000110001110100010111    //40.26
11001111101011110000101000100111    //-48.32
00101110001010111111111001111001    //46.17
11011010100011100101011110101110    //-37.44
10111110000100001101011111110000    //-65.93
11011100100111001101110010101001    //-35.39
11111010101101001010100110111111    //-5.29
01000100000001111011000011100011    //68.03
11001100010111010111011101011000    //-51.63
11111111010111101110110000000100    //-0.63
11001111010000011000001000011010    //-48.74
00000100000010001101010110100101    //4.03
11001100110010110011010011000110    //-51.21
11011101011110111110000011001101    //-34.52
00110000001100100011001011110010    //48.20
11000101010010110001101101001000    //-58.71
