00010111100101100001000110111110 //23.5862
01011001111010001001011100111010 //89.9086
00001010011010001101000110110001 //10.4094
01001101110110000000010110101000 //77.8438
01001000111101101111011010010110 //72.9647
00110111000001110100001000101011 //55.0284
00001010100100010100111101100100 //10.5676
00001101101100011111010111011010 //13.6952
00001100100010101001101011000011 //12.5414
00111111110010101101011100101001 //63.7923
01000110001001010000101111010110 //70.1447
00100010011111100001011011111010 //34.4925
01001110001101101101101010101010 //78.2143
00100111000000101000011100110100 //39.0099
00101101111010001111011000110010 //45.91
00110001011111000011101100111000 //49.4853
01001010101111100100001100100011 //74.7432
00000010111101011000100110011111 //2.95913
00110101000010011111000111100010 //53.0388
01001000111011010000001101010100 //72.9258
00011110000100001001000001101000 //30.0647
00011100100111001011000110011011 //28.6121
01001000101100010010100001110110 //72.692
00101011001111110000011000101010 //43.2462
01000000101111010110101010010001 //64.7399
00111111010010011111101011111001 //63.289
01000100000110101000000111000010 //68.1035
00100011100101000110011001010011 //35.5797
00110100010110000110000011111010 //52.3452
00111010111000110100101000000000 //58.8878
00111010000010101100001110110110 //58.042
01001001101100001001110001101010 //73.6899
00100011110011100000011101011010 //35.8048
00101001000001101000000101101011 //41.0254
00010101011101111100011101000111 //21.4679
00111101111001000000100100010000 //61.8908
00111000011011110011011110001011 //56.4344
00000110010001110110011101101000 //6.27892
00111101111000101101100000010001 //61.8861
01000011000001110111001001111100 //67.0291
00010101100111011010010100000001 //21.6158
01001000110011001111101010111110 //72.8007
01010010111000100101111011000101 //82.8843
00011001111001111001011011110110 //25.9046
00111101110010010010001000110111 //61.7857
00111110000001101000000001010011 //62.0254
00110000011110011100100010000010 //48.4757
01000100010110010001111001101000 //68.3481
01000101110110001111000000101101 //69.8474
00111111001000101001001110101101 //63.1351
00100010110001111011010000110110 //34.7801
01001100101101110010010001001101 //76.7154
00101110111001101101111010011110 //46.9018
01000010100011100111010101101101 //66.5565
00000001000111011010011101000100 //1.11583
01010001110100001011001110111101 //81.8152
00110111100100001111010111010110 //55.5663
00110011111001101010110000110111 //51.9011
00001000011000101100000111101001 //8.38577
00100101100010100101100111011110 //37.5404
00011010001100111111110110000001 //26.2031
00001010111010000111100011001010 //10.9081
01000000111100001100110110001100 //64.9406
01011000000100000001000010000111 //88.0628
00000100100010110101111010111101 //4.54441
00100011010101001011100111111110 //35.331
00100010010111101000001100001110 //34.3692
01000000101110010000011010100110 //64.7228
00100110110111111101101000100101 //38.8744
00010001110101000111101001110011 //17.83
01001111001000111011100000010100 //79.1395
00101001001011101000101011110000 //41.1818
01001011110010001001011010010011 //75.7835
01000111101010010001000111001010 //71.6604
00110011110100111000010001110111 //51.8262
00100010100001001110111101100010 //34.5193
00111010001100010011011101110000 //58.1923
00011110100110010101101110000011 //30.5991
00110011011010011001010111011000 //51.4124
00101010101100011011001100011110 //42.6941
00011000000001010010111010000101 //24.0202
00111101011111011111110010110111 //61.4921
00000100001110000101111001011100 //4.22019
00101011110010111011000111001001 //43.7957
00100011100110101100011110100111 //35.6046
00001111010011010111001110110101 //15.3025
00111011010111110110011101010000 //59.3727
00101000101011011010000010101000 //40.6782
00111111000010001011011000001110 //63.034
00100110110111001111101111000101 //38.8632
00110100110011100001011110100100 //52.805
00101100001010111010011100011000 //44.1705
00100110010000011011101001001110 //38.2567
00111010011101100100010000011101 //58.462
01010000110001101011011000001110 //80.7762
00111000101001011001010000001101 //56.6468
00110110001001010010010011010100 //54.1451
00001110011100011111100011000101 //14.4452
00000100010010011000000101000110 //4.28713
00001000110100011001000010001100 //8.81861
00110111010000001000101010010110 //55.2521
00110001110001101011101011101110 //49.7763
00100011100001100110101100110001 //35.5251
00011110110110101110111100001001 //30.8552
01001000010111000011000010001000 //72.3601
01000100111000010100101110110100 //68.8801
01010111101001001010000100010000 //87.6431
00110011001011100011110010110000 //51.1806
00101100110000011011001110010010 //44.7566
00111101010000100010111100001001 //61.2585
00111110110001010111100001001100 //62.7714
00000010011010111000011100110111 //2.42003
00101000100110010000111110101001 //40.5979
00011000011010001001111011000000 //24.4087
00100101010000001011100111001110 //37.2528
00110001001100100101000100100101 //49.1966
01000010011001010010111001111100 //66.3952
00011111100100111111011111101110 //31.578
00100110001111010000000011110111 //38.2383
01001100100111101111010000101101 //76.6209
00111110100111101110011000001011 //62.6207
00011011101011011110101101001100 //27.6794
01000100100100100101000000001100 //68.5715
01000110000100011010110110101000 //70.0691
01001111101001110101110000110000 //79.6538
00111011110110010010100111001000 //59.8483
00011000011000110111100010001111 //24.3886
00100010010110000001011011010101 //34.3441
01001110010100011001111001000111 //78.3188
00100001001010110010000110001000 //33.1685
00101101001011001011100101101011 //45.1747
01001001111101110001101001100000 //73.9652
00000001110000011110001010100010 //1.75736
00101000011010100111110111101101 //40.416
01010110001001100101100111101101 //86.1498
01010110011101111001000000011110 //86.467
00111001100011110010100001011000 //57.5592
01011001101011100001101011001011 //89.6801
00010101111000011111001001011010 //21.8826
00110010101000010000000011111010 //50.6289
00100101110011001111001000110011 //37.8006
01010110001011011111001110001010 //86.1795
01001101000100000110101111101010 //77.0641
00100011100110110110110111010001 //35.6071
00101110010100100111001110001010 //46.3221
00101011000000011001101001100001 //43.0063
00111000001011010100001100100101 //56.1768
01001010010100100110010110000110 //74.3219
00110001111101101010111001000110 //49.9636
00110110010100100110001100010111 //54.3218
00010000001100101011111110001000 //16.1982
00101101011000111001000000110101 //45.3889
00000001100010001001101011011101 //1.53361
01001000001011101101000000100010 //72.1829
00101001110000001010010111100101 //41.7525
00001101011001110001011110111001 //13.4027
00110001000010100010111011001010 //49.0398
00111000100001010110010110101011 //56.5211
01010000001110110001000101010010 //80.2307
00101001000000001010100001111110 //41.0026
01010101111110101010111110100101 //85.9792
00001011001110000000110001100111 //11.2189
00011100000010100101010100000110 //28.0404
00110000110111100001101001110010 //48.8676
00000010111110100100101111111010 //2.97772
00111011000101000011011100110010 //59.079
00001000110011011101000100010101 //8.80397
00101001010101110110100111001011 //41.3415
00101111010011010001000101111100 //47.301
00111111001000100101000110001011 //63.1341
01010111100001101011001001111000 //87.5262
00010101111110000011000011010001 //21.9695
01010001100011011001110001101000 //81.5532
00100110000000011011000001100010 //38.0066
00101111100111001001111111001100 //47.6118
01000100100010010000101110111110 //68.5353
00110111010001101010011100000010 //55.276
00011111110101001110111010110000 //31.8318
00100111011011011111111011000101 //39.4297
00101011111000110001001001110111 //43.887
01010101000111111111001111001010 //85.1248
00011010110001100110111110010010 //26.7751
00000110111110000110110111111110 //6.97043
00010100001101010101000100100100 //20.2083
00101110101001100011100000111111 //46.6493
00100001000111111111101010001110 //33.1249
00010010001010011111101011110001 //18.164
00101111000110100010001111000000 //47.1021
00000100101101010011010001110111 //4.70783
00101001011011110011011010010100 //41.4344
00100111001000000111001111001110 //39.1268
00101010000010001110111110010110 //42.0349
01001001111010100000111011111010 //73.9143
00001110110001111011011100110100 //14.7801
00101101000001100111001001010100 //45.0252
00111101000111010001010011100111 //61.1136
01000000000101111110001101000011 //64.0933
00100001000000100110100001011111 //33.0094
00011110010111100111101110101110 //30.3691
00000001001010011010011010100111 //1.1627
